temperature_c,humidity_percent,co2_ppm,methane_ppm,smoke_density,air_quality_index,room_type,status,heat_index,gas_ratio,fire_risk_score,air_degradation,hour,day_of_week
24.1,54.0,693,0.0,3.1,153,basement,Safe,26.8,0.0,1.57,159.2,19,1
19.92,57.4,603,0.0,0.5,106,kitchen,Safe,22.790000000000003,0.0,1.2151999999999998,107.0,19,1
21.22,45.3,739,0.0,2.0,146,bedroom,Safe,23.485,0.0,1.3532,150.0,19,1
48.86,58.0,4298,72.8,49.0,393,garage,Danger,51.76,0.0169341707373807,4.8916,491.0,19,1
26.82,36.2,1487,0.0,25.7,230,bedroom,Warning,28.63,0.0,2.6372,281.4,19,1
36.24,48.8,3027,28.67,70.8,335,garage,Danger,38.68,0.0094682959048877,5.0064,476.6,19,1
16.85,47.7,747,0.0,4.7,82,living_room,Safe,19.235000000000003,0.0,1.1990000000000005,91.4,19,1
20.94,53.4,656,0.0,8.5,71,living_room,Safe,23.61,0.0,1.5964,88.0,19,1
50.15,40.7,4865,22.03,99.1,432,living_room,Danger,52.185,0.0045273325113029,6.972999999999999,630.2,19,1
23.92361203746847,45.02181373626455,668,0.0,5.5,113,basement,Safe,26.174702724281698,0.0,1.655416722248108,124.0,19,1
22.83,48.4,468,0.0,7.7,82,kitchen,Safe,25.25,0.0,1.6778,97.4,19,1
22.24,58.1,432,0.0,4.9,113,kitchen,Safe,25.145,0.0,1.5304,122.8,19,1
21.23,54.4,701,0.0,1.7,148,basement,Safe,23.95,0.0,1.3418,151.4,19,1
18.07,54.8,477,0.0,7.9,90,living_room,Safe,20.81,0.0,1.4002,105.8,19,1
19.24,45.8,618,0.0,0.3,58,basement,Safe,21.53,0.0,1.1664,58.6,19,1
21.77,51.0,499,0.0,2.2,77,basement,Safe,24.32,0.0,1.3942,81.4,19,1
19.03,50.3,480,0.0,6.9,57,living_room,Safe,21.545,0.0,1.4178000000000002,70.8,19,1
18.69,40.8,480,0.0,1.9,56,living_room,Safe,20.73,0.0,1.1974,59.8,19,1
25.11,48.1,573,0.0,9.4,151,living_room,Safe,27.515,0.0,1.8826,169.8,19,1
31.05,68.2,1495,0.0,14.1,307,garage,Warning,34.46,0.0,2.427,335.2,19,1
23.35,59.3,653,0.0,8.1,104,garage,Safe,26.315,0.0,1.725,120.2,19,1
19.72,41.6,622,0.0,3.6,78,kitchen,Safe,21.8,0.0,1.3272,85.2,19,1
23.93,49.3,737,0.0,7.6,144,kitchen,Safe,26.395,0.0,1.7398,159.2,19,1
24.86,45.9,525,0.0,8.7,125,bedroom,Safe,27.155,0.0,1.8396,142.4,19,1
19.43,47.3,763,0.0,3.6,87,bedroom,Safe,21.795,0.0,1.3098,94.2,19,1
19.31,54.5,698,0.0,3.9,71,kitchen,Safe,22.035,0.0,1.3146,78.8,19,1
19.08,56.5,403,0.0,8.9,137,bedroom,Safe,21.905,0.0,1.5008,154.8,19,1
30.86,39.1,1000,0.0,17.7,232,basement,Warning,32.815,0.0,2.5596,267.4,19,1
23.95899991984886,45.49732123447851,519,0.0,8.0,96,basement,Safe,26.233865981572787,0.0,1.7575399951909314,112.0,19,1
21.37,43.3,692,0.0,5.8,137,living_room,Safe,23.535,0.0,1.5142000000000002,148.6,19,1
25.4,47.9,442,0.0,4.9,106,garage,Safe,27.795,0.0,1.72,115.8,19,1
24.71,42.3,578,0.0,8.2,121,basement,Safe,26.825,0.0,1.8106,137.4,19,1
20.32,57.6,499,0.0,3.8,111,bedroom,Safe,23.2,0.0,1.3712,118.6,19,1
20.868639015594457,38.72380817437475,617,0.0,7.0,136,garage,Safe,22.8048294243132,0.0,1.5321183409356671,150.0,19,1
18.43,48.1,630,0.0,3.9,94,living_room,Safe,20.835,0.0,1.2618,101.8,19,1
20.16602543080373,62.18724017979731,620,0.0,6.7,91,basement,Safe,23.2753874397936,0.0,1.477961525848224,104.4,19,1
18.64,43.4,422,0.0,6.2,117,kitchen,Safe,20.81,0.0,1.3664,129.4,19,1
23.86,54.6,662,0.0,10.5,78,kitchen,Safe,26.59,0.0,1.8516,99.0,19,1
20.88,51.0,471,0.0,8.6,59,living_room,Safe,23.43,0.0,1.5967999999999998,76.2,19,1
23.57,44.8,477,0.0,3.3,133,bedroom,Safe,25.81,0.0,1.5462,139.6,19,1
20.46,59.1,576,0.0,3.8,96,kitchen,Safe,23.415,0.0,1.3796,103.6,19,1
22.84,50.6,502,0.0,2.9,130,kitchen,Safe,25.37,0.0,1.4864,135.8,19,1
23.52,50.2,462,0.0,1.7,88,living_room,Safe,26.03,0.0,1.4792,91.4,19,1
23.6,45.7,478,0.0,5.9,136,living_room,Safe,25.885,0.0,1.652,147.8,19,1
55.58,78.9,3452,41.15,78.3,499,living_room,Danger,59.525,0.0119171734723428,6.466800000000001,655.6,19,1
19.93,44.9,435,0.0,2.0,103,bedroom,Safe,22.175,0.0,1.2758,107.0,19,1
23.89,57.5,586,0.0,3.5,142,garage,Safe,26.765,0.0,1.5734,149.0,19,1
19.61,45.1,575,0.0,1.3,117,basement,Safe,21.865,0.0,1.2286,119.6,19,1
21.18,52.6,612,0.0,10.3,79,kitchen,Safe,23.81,0.0,1.6828,99.6,19,1
26.5,40.6,1289,0.0,19.2,291,basement,Warning,28.53,0.0,2.358,329.4,19,1
21.95,40.5,413,0.0,4.1,145,living_room,Safe,23.975,0.0,1.481,153.2,19,1
19.87,57.0,454,0.0,4.7,107,kitchen,Safe,22.72,0.0,1.3802,116.4,19,1
24.24,42.3,735,0.0,6.8,99,bedroom,Safe,26.355,0.0,1.7264,112.6,19,1
22.84,51.1,422,0.0,3.3,146,basement,Safe,25.395,0.0,1.5024,152.6,19,1
20.654790093884124,46.10581366186925,491,0.0,1.0,90,garage,Safe,22.960080776977588,0.0,1.2792874056330474,92.0,19,1
26.71,38.1,1421,0.0,24.5,157,living_room,Warning,28.615,0.0,2.5826,206.0,19,1
44.8483275935245,64.16797506285232,4972,93.37,102.3,506,kitchen,Danger,48.05672634666712,0.0187753870902875,6.782899655611471,710.6,19,1
22.95,48.4,668,0.0,4.9,126,basement,Safe,25.37,0.0,1.573,135.8,19,1
26.06,58.0,1422,0.0,15.6,221,living_room,Warning,28.96,0.0,2.1876,252.2,20,1
47.49,56.3,3084,82.65,94.9,346,basement,Danger,50.305,0.0267909238249594,6.6454,535.8,20,1
17.55,48.5,676,0.0,6.7,120,basement,Safe,19.975,0.0,1.321,133.4,20,1
17.58,56.8,783,0.0,2.7,79,bedroom,Safe,20.42,0.0,1.1627999999999998,84.4,20,1
19.41,47.8,518,0.0,10.2,58,bedroom,Safe,21.8,0.0,1.5726,78.4,20,1
19.17,44.3,667,0.0,6.7,140,kitchen,Safe,21.385,0.0,1.4182,153.4,20,1
17.24,40.0,683,0.0,6.4,127,living_room,Safe,19.24,0.0,1.2904,139.8,20,1
21.53,53.1,738,0.0,3.4,151,kitchen,Safe,24.185,0.0,1.4278,157.8,20,1
24.67,41.7,780,0.0,6.4,123,bedroom,Safe,26.755000000000003,0.0,1.7362000000000002,135.8,20,1
17.82,46.8,469,0.0,6.8,136,living_room,Safe,20.16,0.0,1.3412000000000002,149.6,20,1
23.69,49.9,587,0.0,0.8,146,basement,Safe,26.185,0.0,1.4534,147.6,20,1
33.98,40.6,1339,0.0,15.5,179,living_room,Warning,36.01,0.0,2.6588,210.0,20,1
19.49,55.5,708,0.0,5.2,129,living_room,Safe,22.265,0.0,1.3774,139.4,20,1
20.54,41.1,550,0.0,7.2,83,bedroom,Safe,22.595,0.0,1.5204,97.4,20,1
18.21,41.3,410,0.0,2.4,138,living_room,Safe,20.275,0.0,1.1886,142.8,20,1
23.751593425781863,38.63825042705956,753,0.0,8.6,87,basement,Safe,25.683505947134844,0.0,1.7690956055469118,104.2,20,1
22.96,51.7,790,0.0,6.7,153,garage,Safe,25.545,0.0,1.6456,166.4,20,1
19.87,51.5,685,0.0,2.6,122,living_room,Safe,22.445,0.0,1.2962,127.2,20,1
18.36,49.5,710,0.0,5.2,67,kitchen,Safe,20.835,0.0,1.3096,77.4,20,1
27.33,56.5,992,0.0,24.7,174,garage,Warning,30.155,0.0,2.6278,223.4,20,1
30.58,48.5,1534,0.0,21.5,201,bedroom,Warning,33.004999999999995,0.0,2.6948,244.0,20,1
31.68,67.0,1392,0.0,21.3,275,bedroom,Warning,35.03,0.0,2.7528,317.6,20,1
22.96,45.9,589,0.0,10.6,61,bedroom,Safe,25.255000000000003,0.0,1.8016,82.2,20,1
26.09,53.1,841,0.0,20.2,185,kitchen,Warning,28.745,0.0,2.3734,225.4,20,1
18.97,54.4,591,0.0,4.0,121,bedroom,Safe,21.69,0.0,1.2982,129.0,20,1
21.45,42.4,487,0.0,9.8,147,bedroom,Safe,23.57,0.0,1.6789999999999998,166.6,20,1
20.79,56.1,759,0.0,6.2,51,basement,Safe,23.595,0.0,1.4953999999999998,63.4,20,1
20.0,52.8,762,0.0,6.6,130,garage,Safe,22.64,0.0,1.464,143.2,20,1
26.67,39.0,1280,0.0,22.5,272,kitchen,Warning,28.62,0.0,2.5002,317.0,20,1
21.54,54.0,598,0.0,3.9,115,garage,Safe,24.24,0.0,1.4484,122.8,20,1
19.29,45.0,540,0.0,8.9,100,kitchen,Safe,21.54,0.0,1.5134,117.8,20,1
20.5,55.7,645,0.0,1.2,119,living_room,Safe,23.285,0.0,1.278,121.4,20,1
27.57,54.7,1301,0.0,27.3,296,garage,Warning,30.305,0.0,2.7462,350.6,20,1
19.81,58.5,463,0.0,1.3,103,living_room,Safe,22.735,0.0,1.2406,105.6,20,1
20.37,52.7,719,0.0,4.0,142,basement,Safe,23.005000000000003,0.0,1.3822,150.0,20,1
20.62,59.1,632,0.0,3.7,129,basement,Safe,23.575000000000003,0.0,1.3852,136.4,20,1
24.05,41.4,531,0.0,7.1,131,garage,Safe,26.12,0.0,1.727,145.2,20,1
17.61,58.5,598,0.0,3.2,135,bedroom,Safe,20.535,0.0,1.1846,141.4,20,1
24.74,57.5,592,0.0,5.6,120,bedroom,Safe,27.615,0.0,1.7083999999999997,131.2,20,1
50.44,39.6,2943,55.89,99.0,440,basement,Danger,52.42,0.018984375,6.986400000000001,638.0,20,1
28.4,37.1,1290,0.0,17.5,220,bedroom,Warning,30.255,0.0,2.404,255.0,20,1
43.32,25.6,4926,61.16,82.4,509,living_room,Danger,44.6,0.0124132332047899,5.8952,673.8,20,1
31.22,66.6,1531,0.0,19.4,252,living_room,Warning,34.55,0.0,2.6492,290.8,20,1
20.48,42.9,607,0.0,8.4,80,bedroom,Safe,22.625,0.0,1.5648,96.8,20,1
22.63,48.8,583,0.0,1.8,98,garage,Safe,25.07,0.0,1.4298,101.6,20,1
32.72,65.1,1455,0.0,20.0,255,garage,Warning,35.975,0.0,2.7632,295.0,20,1
39.56,63.5,2167,55.4,45.8,378,garage,Danger,42.735,0.0255535055350553,4.2056,469.6,20,1
19.064049064460832,37.6325886510276,796,0.0,8.4,52,basement,Safe,20.945678497012214,0.0,1.47984294386765,68.8,20,1
22.34,55.9,786,0.0,6.2,65,garage,Safe,25.135,0.0,1.5884,77.4,20,1
25.04,56.1,518,0.0,8.7,56,living_room,Safe,27.845,0.0,1.8504,73.4,20,1
58.78,39.6,3231,98.93,94.2,384,kitchen,Danger,60.76,0.0306095297029703,7.2948,572.4,20,1
45.22,74.2,1758,44.46,48.2,478,garage,Danger,48.93,0.0252757248436611,4.6412,574.4,21,1
30.77,68.3,1403,0.0,28.0,215,living_room,Warning,34.185,0.0,2.9662,271.0,21,1
27.09,59.5,1124,0.0,31.1,255,garage,Warning,30.065,0.0,2.8694,317.2,21,1
24.61,58.8,770,0.0,9.2,149,bedroom,Safe,27.55,0.0,1.8446,167.4,21,1
21.31,47.1,757,0.0,0.5,109,garage,Safe,23.665,0.0,1.2986,110.0,21,1
20.8,54.6,716,0.0,3.2,57,garage,Safe,23.53,0.0,1.376,63.4,21,1
19.72,43.7,484,0.0,0.2,86,bedroom,Safe,21.905,0.0,1.1911999999999998,86.4,21,1
18.92,47.3,684,0.0,5.9,109,kitchen,Safe,21.285,0.0,1.3712,120.8,21,1
28.756100347552863,53.29248412545769,1479,0.0,30.7,237,garage,Warning,31.42072455382575,0.0,2.953366020853172,298.4,21,1
25.55,57.0,1361,0.0,22.9,255,kitchen,Warning,28.4,0.0,2.4490000000000003,300.8,21,1
25.66,60.2,973,0.0,17.4,293,kitchen,Warning,28.67,0.0,2.2356,327.8,21,1
35.88,55.0,1194,0.0,16.4,177,garage,Warning,38.63,0.0,2.8088,209.8,21,1
23.37,47.0,496,0.0,4.8,123,basement,Safe,25.72,0.0,1.5942,132.6,21,1
17.510183111292587,58.04169176731373,741,0.0,1.0,110,garage,Safe,20.41226769965828,0.0,1.090610986677555,112.0,21,1
23.16,43.8,424,0.0,3.3,145,garage,Safe,25.35,0.0,1.5215999999999998,151.6,21,1
23.57,46.8,464,0.0,6.2,76,living_room,Safe,25.91,0.0,1.6622,88.4,21,1
18.87,47.8,516,0.0,6.3,59,basement,Safe,21.26,0.0,1.3842,71.6,21,1
27.76,31.6,905,0.0,16.2,265,bedroom,Warning,29.340000000000003,0.0,2.3136,297.4,21,1
19.55,45.0,694,0.0,0.6,80,kitchen,Safe,21.8,0.0,1.197,81.2,21,1
20.25,59.1,593,0.0,6.8,101,living_room,Safe,23.205,0.0,1.487,114.6,21,1
44.28,65.8,2628,21.93,84.7,410,living_room,Danger,47.57,0.0083415747432483,6.0448,579.4,21,1
19.76,54.3,507,0.0,3.5,141,kitchen,Safe,22.475,0.0,1.3256,148.0,21,1
45.05,83.1,2997,26.8,85.3,390,kitchen,Danger,49.205,0.0089392928619079,6.114999999999999,560.6,21,1
17.679127895146067,44.69763297897702,700,0.0,5.0,70,bedroom,Safe,19.91400954409492,0.0,1.260747673708764,80.0,21,1
42.86,32.6,2761,73.28,84.6,470,living_room,Danger,44.49,0.0265314989138305,5.9556,639.2,21,1
18.68,40.4,547,0.0,1.2,50,living_room,Safe,20.7,0.0,1.1688,52.4,21,1
20.88,52.5,708,0.0,7.5,132,bedroom,Safe,23.505,0.0,1.5528,147.0,21,1
26.32,49.6,860,0.0,15.7,263,garage,Warning,28.8,0.0,2.2072,294.4,21,1
29.66,35.6,995,0.0,20.1,295,kitchen,Warning,31.44,0.0,2.5836,335.2,21,1
23.05,54.0,752,0.0,6.5,62,basement,Safe,25.75,0.0,1.643,75.0,21,1
24.27,42.3,422,0.0,9.0,126,living_room,Safe,26.385,0.0,1.8162,144.0,21,1
23.56,46.1,671,0.0,3.9,149,garage,Safe,25.865,0.0,1.5696,156.8,21,1
19.27,48.7,426,0.0,1.4,108,bedroom,Safe,21.705,0.0,1.2122,110.8,21,1
43.91,26.8,4206,90.73,72.7,443,bedroom,Danger,45.25,0.0215664368908961,5.5426,588.4,21,1
21.44,54.2,768,0.0,8.3,120,bedroom,Safe,24.15,0.0,1.6184,136.6,21,1
17.75,50.6,475,0.0,4.9,65,kitchen,Safe,20.28,0.0,1.261,74.8,21,1
22.45,42.7,509,0.0,6.1,110,kitchen,Safe,24.585,0.0,1.5909999999999995,122.2,21,1
25.61,58.4,573,0.0,3.2,105,garage,Safe,28.53,0.0,1.6646,111.4,21,1
20.504337656414656,41.47422545138876,672,0.0,8.1,133,basement,Safe,22.57804892898409,0.0,1.554260259384879,149.2,21,1
35.3,51.2,1377,0.0,23.2,224,garage,Warning,37.86,0.0,3.046,270.4,21,1
19.41,48.2,480,0.0,9.7,66,bedroom,Safe,21.82,0.0,1.5526,85.4,21,1
22.1,53.2,709,0.0,1.9,79,bedroom,Safe,24.76,0.0,1.402,82.8,21,1
22.89,59.3,714,0.0,2.0,69,bedroom,Safe,25.855,0.0,1.4534,73.0,21,1
22.35,49.7,700,0.0,8.8,85,bedroom,Safe,24.835,0.0,1.693,102.6,21,1
23.58,55.2,733,0.0,1.8,76,bedroom,Safe,26.34,0.0,1.4868,79.6,21,1
24.22,57.1,817,0.0,9.9,117,bedroom,Safe,27.075,0.0,1.8492,136.8,21,1
53.97,51.4,4737,62.36,53.6,355,bedroom,Danger,56.54,0.0131616715913887,5.3822,462.2,21,1
25.69,53.2,742,0.0,6.2,114,kitchen,Safe,28.35,0.0,1.7894,126.4,21,1
18.01,46.8,772,0.0,0.6,95,bedroom,Safe,20.35,0.0,1.1046,96.2,21,1
23.0,41.5,461,0.0,4.3,106,kitchen,Safe,25.075,0.0,1.552,114.6,21,1
21.95,58.7,791,0.0,9.0,138,bedroom,Safe,24.885,0.0,1.677,156.0,21,1
20.58,53.8,702,0.0,5.2,76,bedroom,Safe,23.27,0.0,1.4428,86.4,21,1
23.52,42.5,668,0.0,5.6,117,garage,Safe,25.645,0.0,1.6352,128.2,21,1
20.5,53.1,505,0.0,1.0,53,garage,Safe,23.155,0.0,1.27,55.0,21,1
28.31,70.2,1121,0.0,22.5,199,living_room,Warning,31.82,0.0,2.5986,244.0,21,1
35.84,77.2,4952,62.39,59.5,372,bedroom,Danger,39.7,0.0125964062184534,4.5304,491.0,21,1
23.98,40.8,584,0.0,8.6,88,bedroom,Safe,26.02,0.0,1.7828,105.2,21,1
22.46,47.3,732,0.0,5.3,151,bedroom,Safe,24.825,0.0,1.5596,161.6,21,1
24.45,47.3,758,0.0,10.9,90,living_room,Safe,26.815,0.0,1.903,111.8,21,1
18.96,44.9,696,0.0,7.4,78,living_room,Safe,21.205,0.0,1.4336,92.8,21,1
20.84,46.4,775,0.0,1.1,107,living_room,Safe,23.16,0.0,1.2944,109.2,21,1
19.82,42.6,737,0.0,7.5,70,garage,Safe,21.95,0.0,1.4892,85.0,22,1
19.35,59.6,529,0.0,7.5,104,living_room,Safe,22.33,0.0,1.461,119.0,22,1
23.97,55.1,528,0.0,10.4,122,bedroom,Safe,26.725,0.0,1.8542,142.8,22,1
21.05,57.5,424,0.0,6.4,57,bedroom,Safe,23.925,0.0,1.519,69.8,22,1
22.66,43.9,764,0.0,6.2,125,kitchen,Safe,24.855,0.0,1.6076,137.4,22,1
23.6,52.7,689,0.0,7.9,128,basement,Safe,26.235000000000003,0.0,1.732,143.8,22,1
25.32,52.4,549,0.0,8.0,141,kitchen,Safe,27.94,0.0,1.8392,157.0,22,1
33.11,46.1,947,0.0,15.2,195,bedroom,Warning,35.415,0.0,2.5946,225.4,22,1
22.44,43.7,777,0.0,7.4,123,bedroom,Safe,24.625,0.0,1.6424,137.8,22,1
48.13,25.6,2975,98.39,64.8,461,kitchen,Danger,49.41,0.0330611559139784,5.4798,590.6,22,1
24.11,56.9,702,0.0,2.2,121,garage,Safe,26.955,0.0,1.5346,125.4,22,1
21.02,42.0,449,0.0,9.9,122,living_room,Safe,23.12,0.0,1.6572,141.8,22,1
36.79,44.1,4271,87.46,46.3,407,living_room,Danger,38.995,0.0204728464419475,4.059399999999999,499.6,22,1
49.53,33.6,4792,51.01,38.9,531,garage,Danger,51.21,0.0106426037972042,4.5278,608.8,22,1
20.77,57.0,584,0.0,7.4,60,basement,Safe,23.62,0.0,1.5422,74.8,22,1
25.09358728165302,35.98658555963672,732,0.0,5.2,136,kitchen,Safe,26.89291655963485,0.0,1.7136152368991808,146.4,22,1
25.58,39.9,1305,0.0,15.5,260,kitchen,Warning,27.575,0.0,2.1548,291.0,22,1
30.65,36.9,1118,0.0,18.0,274,bedroom,Warning,32.495,0.0,2.559,310.0,22,1
27.41,65.1,1358,0.0,27.3,187,living_room,Warning,30.665,0.0,2.7366,241.6,22,1
20.15,51.5,658,0.0,0.2,146,garage,Safe,22.725,0.0,1.217,146.4,22,1
23.74,48.7,614,0.0,1.7,83,basement,Safe,26.175,0.0,1.4923999999999995,86.4,22,1
19.39,50.6,438,0.0,5.7,51,living_room,Safe,21.92,0.0,1.3914000000000002,62.4,22,1
33.58,66.3,1080,0.0,26.0,207,garage,Warning,36.895,0.0,3.0548,259.0,22,1
18.95,58.2,638,0.0,7.5,96,basement,Safe,21.86,0.0,1.4369999999999998,111.0,22,1
25.61,49.3,635,0.0,8.2,74,kitchen,Safe,28.075,0.0,1.8646,90.4,22,1
34.42,37.1,1354,0.0,26.5,287,kitchen,Warning,36.275,0.0,3.1252000000000004,340.0,22,1
21.64,40.8,482,0.0,6.3,124,living_room,Safe,23.68,0.0,1.5504,136.6,22,1
23.56,45.4,449,0.0,2.0,104,garage,Safe,25.83,0.0,1.4936,108.0,22,1
23.45,63.3,1068,0.0,24.2,182,garage,Warning,26.615,0.0,2.375,230.4,22,1
30.65,67.5,1235,0.0,19.6,281,kitchen,Warning,34.025,0.0,2.623,320.2,22,1
20.99,57.9,743,0.0,5.5,120,bedroom,Safe,23.885,0.0,1.4794,131.0,22,1
22.74,59.8,609,0.0,8.2,92,garage,Safe,25.73,0.0,1.6924,108.4,22,1
37.37,44.0,3149,89.96,60.9,475,garage,Danger,39.57,0.0285587301587301,4.6782,596.8,22,1
19.96,56.6,627,0.0,0.8,84,garage,Safe,22.79,0.0,1.2296,85.6,22,1
23.19,43.0,474,0.0,8.4,102,bedroom,Safe,25.34,0.0,1.7274,118.8,22,1
22.59,54.1,471,0.0,3.8,104,garage,Safe,25.295,0.0,1.5074,111.6,22,1
48.03,68.1,1785,96.22,43.0,404,basement,Danger,51.435,0.0538745800671892,4.6018,490.0,22,1
29.98,52.7,1093,0.0,26.7,254,bedroom,Warning,32.615,0.0,2.8668,307.4,22,1
23.19,49.8,676,0.0,7.7,145,kitchen,Safe,25.68,0.0,1.6994,160.4,22,1
25.87,46.0,628,0.0,4.4,65,bedroom,Safe,28.17,0.0,1.7282,73.8,22,1
24.52,48.0,765,0.0,8.5,126,living_room,Safe,26.92,0.0,1.8112,143.0,22,1
23.21,50.3,791,0.0,8.5,155,basement,Safe,25.725,0.0,1.7326,172.0,22,1
23.41,55.6,578,0.0,7.1,100,kitchen,Safe,26.19,0.0,1.6886,114.2,22,1
35.1,61.0,1483,0.0,26.6,289,bedroom,Warning,38.15,0.0,3.17,342.2,22,1
54.07,67.1,3359,80.31,68.1,535,basement,Danger,57.425,0.0239017857142857,5.9682,671.2,22,1
21.32,41.4,507,0.0,2.0,139,bedroom,Safe,23.39,0.0,1.3592,143.0,22,1
21.09,56.7,549,0.0,7.7,130,living_room,Safe,23.925,0.0,1.5734,145.4,22,1
19.03,46.1,616,0.0,9.6,128,kitchen,Safe,21.335,0.0,1.5258,147.2,22,1
20.08,52.7,548,0.0,9.3,82,living_room,Safe,22.715,0.0,1.5768,100.6,22,1
20.15,41.1,492,0.0,4.1,122,basement,Safe,22.205,0.0,1.3729999999999998,130.2,22,1
29.48,35.4,1266,0.0,24.9,277,bedroom,Warning,31.25,0.0,2.7648,326.8,22,1
20.45,57.7,676,0.0,6.6,86,living_room,Safe,23.335,0.0,1.491,99.2,22,1
27.0,63.3,1241,0.0,26.4,255,basement,Warning,30.165,0.0,2.676,307.8,22,1
33.21,55.9,1474,0.0,27.2,280,bedroom,Warning,36.005,0.0,3.0806,334.4,22,1
17.92,45.1,778,0.0,7.5,127,kitchen,Safe,20.175,0.0,1.3752,142.0,22,1
30.63,54.4,1132,0.0,26.5,266,living_room,Warning,33.35,0.0,2.8978,319.0,22,1
29.66,55.2,1050,0.0,26.3,270,bedroom,Warning,32.42,0.0,2.8316000000000003,322.6,22,1
22.03,45.3,778,0.0,9.1,111,basement,Safe,24.295,0.0,1.6858,129.2,22,1
20.19,54.8,533,0.0,5.3,67,bedroom,Safe,22.93,0.0,1.4234000000000002,77.6,22,1
17.88,48.7,428,0.0,2.5,127,garage,Safe,20.315,0.0,1.1728,132.0,22,1
22.95,51.3,549,0.0,5.8,106,living_room,Safe,25.515,0.0,1.609,117.6,23,1
23.2,53.3,738,0.0,2.1,132,basement,Safe,25.865,0.0,1.476,136.2,23,1
19.39,56.1,768,0.0,6.1,143,bedroom,Safe,22.195,0.0,1.4074,155.2,23,1
39.48,78.6,2174,48.99,74.0,497,garage,Danger,43.41,0.0225241379310344,5.328799999999999,645.0,23,1
19.92,55.3,601,0.0,8.9,147,living_room,Safe,22.685,0.0,1.5512,164.8,23,1
29.08,35.8,875,0.0,19.0,184,bedroom,Warning,30.87,0.0,2.5048,222.0,23,1
22.39,50.6,781,0.0,6.0,111,basement,Safe,24.92,0.0,1.5834,123.0,23,1
32.76,38.8,1145,0.0,24.8,224,bedroom,Warning,34.7,0.0,2.9576,273.6,23,1
21.11,53.9,770,0.0,1.8,58,basement,Safe,23.805,0.0,1.3386,61.6,23,1
28.91,62.3,1379,0.0,22.8,172,basement,Warning,32.025,0.0,2.6466000000000003,217.6,23,1
46.9,60.1,4802,80.12,65.5,397,basement,Danger,49.905,0.0166812408911097,5.434,528.0,23,1
23.73,51.3,802,0.0,4.3,118,basement,Safe,26.295,0.0,1.5958,126.6,23,1
19.62,45.4,511,0.0,5.8,146,garage,Safe,21.89,0.0,1.4092,157.6,23,1
19.21,54.1,787,0.0,8.6,103,garage,Safe,21.915,0.0,1.4966,120.2,23,1
41.00605220037026,67.28754331870262,2684,38.32,58.2,478,kitchen,Danger,44.3704293663054,0.0142718808193668,4.788363132022216,594.4,23,1
31.61,59.9,1557,0.0,18.0,249,bedroom,Warning,34.605,0.0,2.6166,285.0,23,1
20.63,50.3,442,0.0,7.5,104,basement,Safe,23.145,0.0,1.5377999999999998,119.0,23,1
18.47,53.2,510,0.0,1.8,143,garage,Safe,21.13,0.0,1.1802,146.6,23,1
21.14,42.9,757,0.0,7.3,124,garage,Safe,23.285,0.0,1.5604,138.6,23,1
25.35407500873504,58.28708202438885,565,0.0,3.2,149,bedroom,Safe,28.268429109954475,0.0,1.649244500524102,155.4,23,1
22.31,54.0,559,0.0,9.3,137,bedroom,Safe,25.01,0.0,1.7106,155.6,23,1
21.69,53.6,674,0.0,3.0,57,bedroom,Safe,24.37,0.0,1.4214000000000002,63.0,23,1
29.21,52.9,1213,0.0,32.0,276,basement,Warning,31.855,0.0,3.0326,340.0,23,1
55.45,72.5,3145,80.48,44.3,447,bedroom,Danger,59.075,0.0255816910362364,5.099,535.6,23,1
22.92,56.4,552,0.0,5.2,121,bedroom,Safe,25.74,0.0,1.5832000000000002,131.4,23,1
22.2,47.6,559,0.0,1.2,142,bedroom,Safe,24.58,0.0,1.38,144.4,23,1
19.8,57.1,693,0.0,2.1,90,bedroom,Safe,22.655,0.0,1.272,94.2,23,1
44.56732536834943,77.17868506004555,2352,72.31,79.8,522,kitchen,Danger,48.4262596213517,0.0307309817254568,5.866039522100966,681.6,23,1
23.65,55.5,623,0.0,3.8,140,kitchen,Safe,26.425,0.0,1.571,147.6,23,1
23.9,45.8,425,0.0,6.6,137,kitchen,Safe,26.19,0.0,1.6979999999999995,150.2,23,1
20.92,55.1,736,0.0,8.0,55,kitchen,Safe,23.675,0.0,1.5752000000000002,71.0,23,1
38.71,28.6,3807,38.48,52.0,485,bedroom,Danger,40.14,0.0101050420168067,4.4026,589.0,23,1
23.31,43.0,511,0.0,10.2,140,basement,Safe,25.46,0.0,1.8066,160.4,23,1
19.52877395735864,45.01900238216239,601,0.0,5.2,147,garage,Safe,21.77972407646676,0.0,1.379726437441518,157.4,23,1
24.32,49.5,637,0.0,10.0,156,garage,Safe,26.795,0.0,1.8592,176.0,23,1
21.42,58.7,581,0.0,6.4,99,garage,Safe,24.355000000000004,0.0,1.5412,111.8,23,1
22.5,44.1,557,0.0,1.5,110,basement,Safe,24.705,0.0,1.41,113.0,23,1
18.03,40.4,552,0.0,1.3,121,bedroom,Safe,20.05,0.0,1.1338,123.6,23,1
34.76,71.6,978,0.0,25.2,220,kitchen,Warning,38.34,0.0,3.0936,270.4,23,1
43.82,37.1,3306,87.65,81.8,379,kitchen,Danger,45.675,0.0265043846386453,5.9012,542.6,23,1
31.64,35.3,1076,0.0,13.7,278,basement,Warning,33.405,0.0,2.4464,305.4,23,1
